"Stacja","Województwo"
"Raciąż","Mazowieckie"
"Raciąż ","Mazowieckie"
"Torzym","Lubuskie"
"Torzym ","Lubuskie"
"Boczów","Lubuskie"
"Boczów ","Lubuskie"
"Szczaniec","Lubuskie"
"Szczaniec ","Lubuskie"
"Drzewce","Lubuskie"
"Drzewce ","Lubuskie"
"Kupienino","Lubuskie"
"Kupienino ","Lubuskie"
"Wilkowo Świebodzińskie","Lubuskie"
"Wilkowo Świebodzińskie ","Lubuskie"
"Mostki","Lubuskie"
"Mostki ","Lubuskie"
"Chybie","Śląskie"
"Chybie ","Śląskie"
"Łuków Łapiguz","Lubelskie"
"Łuków Łapiguz ","Lubelskie"
"Puławy Azoty","Lubelskie"
"Puławy Azoty ","Lubelskie"
"Małdyty","Warmińsko-Mazurskie"
"Małdyty ","Warmińsko-Mazurskie"
"Dobrocin","Warmińsko-Mazurskie"
"Dobrocin ","Warmińsko-Mazurskie"
"Zielonka Pasłęcka","Warmińsko-Mazurskie"
"Zielonka Pasłęcka ","Warmińsko-Mazurskie"
"Nowa Wieś Cierpkie","Warmińsko-Mazurskie"
"Nowa Wieś Cierpkie ","Warmińsko-Mazurskie"
"Bogaczewo","Warmińsko-Mazurskie"
"Bogaczewo ","Warmińsko-Mazurskie"
"Komorowo Żuławskie","Pomorskie"
"Komorowo Żuławskie ","Pomorskie"
"Gronajny","Pomorskie"
"Gronajny ","Pomorskie"
"Gdakowo","Pomorskie"
"Gdakowo ","Pomorskie"
"Dąbrówka Malborska","Pomorskie"
"Dąbrówka Malborska ","Pomorskie"
"Wandzin","Lubelskie"
"Wandzin ","Lubelskie"
"Rudnik","Lubelskie"
"Rudnik ","Lubelskie"
"Niemce","Lubelskie"
"Niemce ","Lubelskie"
"Lublin Zadębie","Lubelskie"
"Lublin Zadębie ","Lubelskie"
"Lublin Ponikwoda","Lubelskie"
"Lublin Ponikwoda ","Lubelskie"
"Łagiewniki","Lubelskie"
"Łagiewniki ","Lubelskie"
"Ciecierzyn","Lubelskie"
"Ciecierzyn ","Lubelskie"
"Bystrzyca koło Lublina","Lubelskie"
"Bystrzyca koło Lublina ","Lubelskie"
"Lubartów Lipowa","Lubelskie"
"Lubartów Lipowa ","Lubelskie"
"Lubartów Słowackiego","Lubelskie"
"Lubartów Słowackiego ","Lubelskie"
"Granowiec","Wielkopolskie"
"Granowiec ","Wielkopolskie"
"Międzybórz Sycowski","Dolnośląskie"
"Międzybórz Sycowski ","Dolnośląskie"
"Bukowina Sycowska","Dolnośląskie"
"Bukowina Sycowska ","Dolnośląskie"
"Garki","Wielkopolskie"
"Garki ","Wielkopolskie"
"Sośnie Ostrowskie","Wielkopolskie"
"Sośnie Ostrowskie ","Wielkopolskie"
"Pawłów Wielkopolski","Wielkopolskie"
"Pawłów Wielkopolski ","Wielkopolskie"
"Ryki","Lubelskie"
"Ryki ","Lubelskie"
"Leopoldów","Lubelskie"
"Leopoldów ","Lubelskie"
"Petrovice u Karvine","brak danych (Czechy)"
"Petrovice u Karvine ","brak danych (Czechy)"
"Okrzeja","Lubelskie"
"Okrzeja ","Lubelskie"
"Grabów Szlachecki","Lubelskie"
"Grabów Szlachecki ","Lubelskie"
"Sarnów","Lubelskie"
"Sarnów ","Lubelskie"
"Krzywda","Lubelskie"
"Krzywda ","Lubelskie"
"Hordzieżka","Lubelskie"
"Hordzieżka ","Lubelskie"
"Borowina","Lubelskie"
"Borowina ","Lubelskie"
"Witowo","Lubelskie"
"Witowo ","Lubelskie"
"Policzna","Lubelskie"
"Policzna ","Lubelskie"
"Orzeszkowo","Lubelskie"
"Orzeszkowo ","Lubelskie"
"Dobrowoda","Lubelskie"
"Dobrowoda ","Lubelskie"
"Zabiele","Lubelskie"
"Zabiele ","Lubelskie"
"Parczew Kolejowa","Lubelskie"
"Parczew Kolejowa ","Lubelskie"
"Laski","Lubelskie"
"Laski ","Lubelskie"
"Gródek","Lubelskie"
"Gródek ","Lubelskie"
"Brzeźnica Bychawska","Lubelskie"
"Brzeźnica Bychawska ","Lubelskie"
"Tarło","Lubelskie"
"Tarło ","Lubelskie"
"Pałecznica","Lubelskie"
"Pałecznica ","Lubelskie"
"Berejów","Lubelskie"
"Berejów ","Lubelskie"
"Głowno Północne","Łódzkie"
"Głowno Północne ","Łódzkie"
"Krosno Odrzańskie","Lubuskie"
"Krosno Odrzańskie ","Lubuskie"
"Szczawno - Ciemnice","Lubuskie"
"Szczawno - Ciemnice ","Lubuskie"
"Nietków","Lubuskie"
"Nietków ","Lubuskie"
"Laski Odrzańskie","Lubuskie"
"Laski Odrzańskie ","Lubuskie"
"Krzepice","Śląskie"
"Krzepice ","Śląskie"
"Wieluń","Łódzkie"
"Wieluń ","Łódzkie"
"Jelenino","Zachodniopomorskie"
"Jelenino ","Zachodniopomorskie"
"Czarne Małe","Zachodniopomorskie"
"Czarne Małe ","Zachodniopomorskie"
"Lipno","Kujawsko-Pomorskie"
"Lipno ","Kujawsko-Pomorskie"
"Skępe","Kujawsko-Pomorskie"
"Skępe ","Kujawsko-Pomorskie"
"Gubin","Lubuskie"
"Gubin ","Lubuskie"
"Wężyska","Lubuskie"
"Wężyska ","Lubuskie"
"Wałowice","Lubuskie"
"Wałowice ","Lubuskie"
"Podwierzbie","Lubuskie"
"Podwierzbie ","Lubuskie"
"Ograszka","Lubuskie"
"Ograszka ","Lubuskie"
"Karnkowo","Kujawsko-Pomorskie"
"Karnkowo ","Kujawsko-Pomorskie"
"Konotopie","Lubuskie"
"Konotopie ","Lubuskie"
"Koziołek","Kujawsko-Pomorskie"
"Koziołek ","Kujawsko-Pomorskie"
"Czermno","Kujawsko-Pomorskie"
"Czermno ","Kujawsko-Pomorskie"
"Stefanowo","Mazowieckie"
"Stefanowo ","Mazowieckie"
"Świdwin Zamek","Zachodniopomorskie"
"Świdwin Zamek ","Zachodniopomorskie"
"Zbąszyń Przedmieście","Wielkopolskie"
"Zbąszyń Przedmieście ","Wielkopolskie"
"Tuchorza","Wielkopolskie"
"Tuchorza ","Wielkopolskie"
"Belęcin Wielkopolski","Wielkopolskie"
"Belęcin Wielkopolski ","Wielkopolskie"
"Bydgoszcz Fordon","Kujawsko-Pomorskie"
"Bydgoszcz Fordon ","Kujawsko-Pomorskie"
"Ostromecko","Kujawsko-Pomorskie"
"Ostromecko ","Kujawsko-Pomorskie"
"Dąbrowa Chełmińska","Kujawsko-Pomorskie"
"Dąbrowa Chełmińska ","Kujawsko-Pomorskie"
"Bydgoszcz Politechnika","Kujawsko-Pomorskie"
"Bydgoszcz Politechnika ","Kujawsko-Pomorskie"
"Bydgoszcz Brdyujście","Kujawsko-Pomorskie"
"Bydgoszcz Brdyujście ","Kujawsko-Pomorskie"
"Osowiec Przystanek","Opolskie"
"Osowiec Przystanek ","Opolskie"
"Osowiec Śląski","Opolskie"
"Osowiec Śląski ","Opolskie"
"Opole Gosławice","Opolskie"
"Opole Gosławice ","Opolskie"
"Kotórz Mały","Opolskie"
"Kotórz Mały ","Opolskie"
"Jełowa","Opolskie"
"Jełowa ","Opolskie"
"Kały","Opolskie"
"Kały ","Opolskie"
"Tuły","Opolskie"
"Tuły ","Opolskie"
"Laskowice Oleskie","Opolskie"
"Laskowice Oleskie ","Opolskie"
"Borkowice","Świętokrzyskie"
"Borkowice ","Świętokrzyskie"
"Bukowo","Zachodniopomorskie"
"Bukowo ","Zachodniopomorskie"
"Guben","brak danych (Niemcy)"
"Guben ","brak danych (Niemcy)"
"Mostiska 2","brak danych (Ukraina)"
"Mostiska 2 ","brak danych (Ukraina)"
"Jedlina-Zdrój Borowa","Dolnośląskie"
"Jedlina-Zdrój Borowa ","Dolnośląskie"
"Unisław Pomorski","Kujawsko-Pomorskie"
"Unisław Pomorski ","Kujawsko-Pomorskie"
"Człuchów","Pomorskie"
"Człuchów ","Pomorskie"
"Czarne","Pomorskie"
"Czarne ","Pomorskie"
"Nawra","Kujawsko-Pomorskie"
"Nawra ","Kujawsko-Pomorskie"
"Grzybno","Kujawsko-Pomorskie"
"Grzybno ","Kujawsko-Pomorskie"
"Gzin","Kujawsko-Pomorskie"
"Gzin ","Kujawsko-Pomorskie"
"Głuchowo","Kujawsko-Pomorskie"
"Głuchowo ","Kujawsko-Pomorskie"
"Domisław","Kujawsko-Pomorskie"
"Domisław ","Kujawsko-Pomorskie"
"Biskupnica","Pomorskie"
"Biskupnica ","Pomorskie"
"Brzeźno Człuchowskie","Pomorskie"
"Brzeźno Człuchowskie ","Pomorskie"
"Bińcze","Pomorskie"
"Bińcze ","Pomorskie"
"Wałcz Raduń","Zachodniopomorskie"
"Wałcz Raduń ","Zachodniopomorskie"
"Strączno","Zachodniopomorskie"
"Strączno ","Zachodniopomorskie"
"Rutwica","Zachodniopomorskie"
"Rutwica ","Zachodniopomorskie"
"Jeziorki Wałeckie","Zachodniopomorskie"
"Jeziorki Wałeckie ","Zachodniopomorskie"
"Krępa Krajeńska","Zachodniopomorskie"
"Krępa Krajeńska ","Zachodniopomorskie"
"Dąbrowa Oleśnicka","Dolnośląskie"
"Dąbrowa Oleśnicka ","Dolnośląskie"
"Biały Zdrój Południowy","Zachodniopomorskie"
"Biały Zdrój Południowy ","Zachodniopomorskie"
"Żółtnica","Zachodniopomorskie"
"Żółtnica ","Zachodniopomorskie"
"Czarnobór","Zachodniopomorskie"
"Czarnobór ","Zachodniopomorskie"
"Sadlinki","Pomorskie"
"Sadlinki ","Pomorskie"
"Dziwno","Zachodniopomorskie"
"Dziwno ","Zachodniopomorskie"
"Gardeja","Pomorskie"
"Gardeja ","Pomorskie"
"Pisz","Warmińsko-Mazurskie"
"Pisz ","Warmińsko-Mazurskie"
"Ruciane-Nida","Warmińsko-Mazurskie"
"Ruciane-Nida ","Warmińsko-Mazurskie"
"Gorzów Wielkopolski Zamoście","Lubuskie"
"Gorzów Wielkopolski Zamoście ","Lubuskie"
"Gorzów Wielkopolski Zieleniec","Lubuskie"
"Gorzów Wielkopolski Zieleniec ","Lubuskie"
"Deszczno","Lubuskie"
"Deszczno ","Lubuskie"
"Biała Piska","Warmińsko-Mazurskie"
"Biała Piska ","Warmińsko-Mazurskie"
"Zaklików Miasto","Lubelskie"
"Zaklików Miasto ","Lubelskie"
"Pilchów","Podkarpackie"
"Pilchów ","Podkarpackie"
"Lipa","Podkarpackie"
"Lipa ","Podkarpackie"
"Kępa","Podkarpackie"
"Kępa ","Podkarpackie"
"Kobylec","Małopolskie"
"Kobylec ","Małopolskie"
"Gołańcz","Wielkopolskie"
"Gołańcz ","Wielkopolskie"
"Laskownica","Wielkopolskie"
"Laskownica ","Wielkopolskie"
"Grylewo","Wielkopolskie"
"Grylewo ","Wielkopolskie"
"Herby Nowe","Śląskie"
"Herby Nowe ","Śląskie"
"Trzebiszewo","Lubuskie"
"Trzebiszewo ","Lubuskie"
"Gorzów Wielkopolski Karnin","Lubuskie"
"Gorzów Wielkopolski Karnin ","Lubuskie"
"Brzozowiec Gorzowski","Lubuskie"
"Brzozowiec Gorzowski ","Lubuskie"
"Rzeczyca","Lubelskie"
"Rzeczyca ","Lubelskie"
"Potok Kraśnicki","Lubelskie"
"Potok Kraśnicki ","Lubelskie"
"Zawidz Kościelny","Mazowieckie"
"Zawidz Kościelny ","Mazowieckie"
"Zawidz","Mazowieckie"
"Zawidz ","Mazowieckie"
"Mieszaki","Mazowieckie"
"Mieszaki ","Mazowieckie"
"Koziebrody","Mazowieckie"
"Koziebrody ","Mazowieckie"
"Zwierzyniec","Lubelskie"
"Zwierzyniec ","Lubelskie"
"Zakrzewo Złotowskie","Wielkopolskie"
"Zakrzewo Złotowskie ","Wielkopolskie"
"Szczebrzeszyn","Lubelskie"
"Szczebrzeszyn ","Lubelskie"
"Wierzchowo Człuchowskie","Pomorskie"
"Wierzchowo Człuchowskie ","Pomorskie"
"Bukowo Człuchowskie","Pomorskie"
"Bukowo Człuchowskie ","Pomorskie"
"Rzeczyca-Kolonia","Lubelskie"
"Rzeczyca-Kolonia ","Lubelskie"
"Polichna Kraśnicka","Lubelskie"
"Polichna Kraśnicka ","Lubelskie"
"Moszczenica Pomorska","Pomorskie"
"Moszczenica Pomorska ","Pomorskie"
"Polanica-Zdrój","Dolnośląskie"
"Polanica-Zdrój ","Dolnośląskie"
"Nowa Ruda Przedmieście","Dolnośląskie"
"Nowa Ruda Przedmieście ","Dolnośląskie"
"Szczytna","Dolnośląskie"
"Szczytna ","Dolnośląskie"
"Duszniki-Zdrój","Dolnośląskie"
"Duszniki-Zdrój ","Dolnośląskie"
"Kleszczele","Podlaskie"
"Kleszczele ","Podlaskie"
"Podbiele","Podlaskie"
"Podbiele ","Podlaskie"
"Gregorowce","Podlaskie"
"Gregorowce ","Podlaskie"
"Suchowolce","Podlaskie"
"Suchowolce ","Podlaskie"
"Gregorowce Południowe","Podlaskie"
"Gregorowce Południowe ","Podlaskie"
"Głębokie Międzyrzeckie","Lubuskie"
"Głębokie Międzyrzeckie ","Lubuskie"
"Kostomłoty","Dolnośląskie"
"Kostomłoty ","Dolnośląskie"
"Kozy","Śląskie"
"Kozy ","Śląskie"
"Kęty Podlesie","Małopolskie"
"Kęty Podlesie ","Małopolskie"
"Kozy Zagroda","Śląskie"
"Kozy Zagroda ","Śląskie"
"Krzemionki","Małopolskie"
"Krzemionki ","Małopolskie"
"Bielsko-Biała Wschód","Śląskie"
"Bielsko-Biała Wschód ","Śląskie"
"Stara Piła","Pomorskie"
"Stara Piła ","Pomorskie"
"Gdańsk Kokoszki","Pomorskie"
"Gdańsk Kokoszki ","Pomorskie"
"Żukowo Zachodnie","Pomorskie"
"Żukowo Zachodnie ","Pomorskie"
"Otomino","Pomorskie"
"Otomino ","Pomorskie"
"Leźno","Pomorskie"
"Leźno ","Pomorskie"
"Popowo Skwierzyńskie","Lubuskie"
"Popowo Skwierzyńskie ","Lubuskie"
"Pogwizdów","Śląskie"
"Pogwizdów ","Śląskie"
"Kundzin","Podlaskie"
"Kundzin ","Podlaskie"
"Kuźnica Białostocka","Podlaskie"
"Kuźnica Białostocka ","Podlaskie"
"Kończyce","Śląskie"
"Kończyce ","Śląskie"
"Kaczyce","Śląskie"
"Kaczyce ","Śląskie"
"Czuprynowo","Podlaskie"
"Czuprynowo ","Podlaskie"
"Cieszyn Marklowice","Śląskie"
"Cieszyn Marklowice ","Śląskie"
"Złojec","Lubelskie"
"Złojec ","Lubelskie"
"Krzak","Lubelskie"
"Krzak ","Lubelskie"
"Tarzymiechy","Lubelskie"
"Tarzymiechy ","Lubelskie"
"Krasnystaw Fabryczny","Lubelskie"
"Krasnystaw Fabryczny ","Lubelskie"
"Wólka Orłowska","Lubelskie"
"Wólka Orłowska ","Lubelskie"
"Lutol Suchy","Lubuskie"
"Lutol Suchy ","Lubuskie"
"Dąbrówka Wielkopolska","Lubuskie"
"Dąbrówka Wielkopolska ","Lubuskie"
"Chociszewo Rogoziniec","Lubuskie"
"Chociszewo Rogoziniec ","Lubuskie"
"Sucha Beskidzka Zamek","Małopolskie"
"Sucha Beskidzka Zamek ","Małopolskie"
"Szydłowo Krajeńskie","Wielkopolskie"
"Szydłowo Krajeńskie ","Wielkopolskie"
"Dobino Wałeckie","Zachodniopomorskie"
"Dobino Wałeckie ","Zachodniopomorskie"
"Gorzuchów Kłodzki","Dolnośląskie"
"Gorzuchów Kłodzki ","Dolnośląskie"
"Bierkowice","Opolskie"
"Bierkowice ","Opolskie"
"Biały Bór","Zachodniopomorskie"
"Biały Bór ","Zachodniopomorskie"
"Gwda Mała","Zachodniopomorskie"
"Gwda Mała ","Zachodniopomorskie"
"Drzonowo","Zachodniopomorskie"
"Drzonowo ","Zachodniopomorskie"
"Sińczyca","Zachodniopomorskie"
"Sińczyca ","Zachodniopomorskie"
"Nowy Jarosław","Zachodniopomorskie"
"Nowy Jarosław ","Zachodniopomorskie"
"Darłowo","Zachodniopomorskie"
"Darłowo ","Zachodniopomorskie"
"Boleszewo","Zachodniopomorskie"
"Boleszewo ","Zachodniopomorskie"
"Pruchna","Śląskie"
"Pruchna ","Śląskie"
"Drogomyśl","Śląskie"
"Drogomyśl ","Śląskie"
"Rudnik Stróża","Podkarpackie"
"Rudnik Stróża ","Podkarpackie"
"Nisko Racławice","Podkarpackie"
"Nisko Racławice ","Podkarpackie"
"Nisko Osiedle","Podkarpackie"
"Nisko Osiedle ","Podkarpackie"
"Nisko Podwolina","Podkarpackie"
"Nisko Podwolina ","Podkarpackie"
"Moskale","Podlaskie"
"Moskale ","Podlaskie"
"Panowice","Lubuskie"
"Panowice ","Lubuskie"
"Bukowiec Międzyrzecki","Lubuskie"
"Bukowiec Międzyrzecki ","Lubuskie"
"Stary Wielisław","Dolnośląskie"
"Stary Wielisław ","Dolnośląskie"
"Szczecinek Chyże","Zachodniopomorskie"
"Szczecinek Chyże ","Zachodniopomorskie"
"Grzmiąca","Zachodniopomorskie"
"Grzmiąca ","Zachodniopomorskie"
"Tychowo","Zachodniopomorskie"
"Tychowo ","Zachodniopomorskie"
"Osie","Kujawsko-Pomorskie"
"Osie ","Kujawsko-Pomorskie"
"Kwiatki","Kujawsko-Pomorskie"
"Kwiatki ","Kujawsko-Pomorskie"
"Dąbrowy","Kujawsko-Pomorskie"
"Dąbrowy ","Kujawsko-Pomorskie"
"Czersk Świecki","Kujawsko-Pomorskie"
"Czersk Świecki ","Kujawsko-Pomorskie"
"Tleń","Kujawsko-Pomorskie"
"Tleń ","Kujawsko-Pomorskie"
"Śliwice","Kujawsko-Pomorskie"
"Śliwice ","Kujawsko-Pomorskie"
"Śliwiczki","Kujawsko-Pomorskie"
"Śliwiczki ","Kujawsko-Pomorskie"
"Łążek","Kujawsko-Pomorskie"
"Łążek ","Kujawsko-Pomorskie"
"Laski Tucholskie","Kujawsko-Pomorskie"
"Laski Tucholskie ","Kujawsko-Pomorskie"
"Nowy Świętów","Opolskie"
"Nowy Świętów ","Opolskie"
"Knurów","Śląskie"
"Knurów ","Śląskie"
"Słosinko","Pomorskie"
"Słosinko ","Pomorskie"
"Zagórz","Podkarpackie"
"Zagórz ","Podkarpackie"
"Przyszowice","Śląskie"
"Przyszowice ","Śląskie"
"Grudziądz Rządz","Kujawsko-Pomorskie"
"Grudziądz Rządz ","Kujawsko-Pomorskie"
"Lichkov","brak danych (Czechy)"
"Lichkov ","brak danych (Czechy)"
"Płońsk","Mazowieckie"
"Płońsk ","Mazowieckie"
"Żary Kunice","Lubuskie"
"Żary Kunice ","Lubuskie"
"Zduny","Wielkopolskie"
"Zduny ","Wielkopolskie"
"Wieluń Dąbrowa","Łódzkie"
"Wieluń Dąbrowa ","Łódzkie"
"Cieszków","Dolnośląskie"
"Cieszków ","Dolnośląskie"
"Janinów","Łódzkie"
"Janinów ","Łódzkie"
"Przeradz","Łódzkie"
"Przeradz ","Łódzkie"
"Pątnów Wieluński","Łódzkie"
"Pątnów Wieluński ","Łódzkie"
"Podborsko","Zachodniopomorskie"
"Podborsko ","Zachodniopomorskie"
"Iwin","Łódzkie"
"Iwin ","Łódzkie"
"Jaworzno koło Wielunia","Łódzkie"
"Jaworzno koło Wielunia ","Łódzkie"
"Dalęcino","Zachodniopomorskie"
"Dalęcino ","Zachodniopomorskie"
"Wielanowo","Zachodniopomorskie"
"Wielanowo ","Zachodniopomorskie"
"Panki","Śląskie"
"Panki ","Śląskie"
"Dzietrzniki","Łódzkie"
"Dzietrzniki ","Łódzkie"
"Kuleje","Śląskie"
"Kuleje ","Śląskie"
"Kudowa-Zdrój","Dolnośląskie"
"Kudowa-Zdrój ","Dolnośląskie"
"Stawiguda","Warmińsko-Mazurskie"
"Stawiguda ","Warmińsko-Mazurskie"
"Gryźliny","Warmińsko-Mazurskie"
"Gryźliny ","Warmińsko-Mazurskie"
"Gągławki","Warmińsko-Mazurskie"
"Gągławki ","Warmińsko-Mazurskie"
"Bartąg","Warmińsko-Mazurskie"
"Bartąg ","Warmińsko-Mazurskie"
"Zakrzów-Sarnowo","Warmińsko-Mazurskie"
"Zakrzów-Sarnowo ","Warmińsko-Mazurskie"
"Wietrzychowo","Warmińsko-Mazurskie"
"Wietrzychowo ","Warmińsko-Mazurskie"
"Waplewo","Warmińsko-Mazurskie"
"Waplewo ","Warmińsko-Mazurskie"
"Kozłowo","Warmińsko-Mazurskie"
"Kozłowo ","Warmińsko-Mazurskie"
"Dobrzyń","Warmińsko-Mazurskie"
"Dobrzyń ","Warmińsko-Mazurskie"
"Bujaki","Podkarpackie"
"Bujaki ","Podkarpackie"
"Medyka","Podkarpackie"
"Medyka ","Podkarpackie"
"Przemyśl Wschodni","Podkarpackie"
"Przemyśl Wschodni ","Podkarpackie"
"Medyka Towarowa","Podkarpackie"
"Medyka Towarowa ","Podkarpackie"
"Medyka Rozrządowa","Podkarpackie"
"Medyka Rozrządowa ","Podkarpackie"
"Hurko","Podkarpackie"
"Hurko ","Podkarpackie"
"Myśliczyn","Podkarpackie"
"Myśliczyn ","Podkarpackie"
"Skoroszyce","Opolskie"
"Skoroszyce ","Opolskie"
"Pakosławice","Opolskie"
"Pakosławice ","Opolskie"
"Grodków Śląski","Opolskie"
"Grodków Śląski ","Opolskie"
"Chróścina Nyska","Opolskie"
"Chróścina Nyska ","Opolskie"
"Stary Grodków","Opolskie"
"Stary Grodków ","Opolskie"
"Lipowa Śląska","Opolskie"
"Lipowa Śląska ","Opolskie"
"Olszanka","Opolskie"
"Olszanka ","Opolskie"
"Czeska Wieś","Opolskie"
"Czeska Wieś","Warmińsko-Mazurskie"
"Dobre Miasto","Warmińsko-Mazurskie"
"Dobre Miasto ","Warmińsko-Mazurskie"
"Swobodna","Warmińsko-Mazurskie"
"Swobodna ","Warmińsko-Mazurskie"
"Cerkiewnik","Warmińsko-Mazurskie"
"Cerkiewnik ","Warmińsko-Mazurskie"
"Bukwałd","Warmińsko-Mazurskie"
"Bukwałd ","Warmińsko-Mazurskie"
"Orneta","Warmińsko-Mazurskie"
"Orneta ","Warmińsko-Mazurskie"
"Rogiedle","Warmińsko-Mazurskie"
"Rogiedle ","Warmińsko-Mazurskie"
"Pieniężno","Warmińsko-Mazurskie"
"Pieniężno ","Warmińsko-Mazurskie"
"Lubomino","Warmińsko-Mazurskie"
"Lubomino ","Warmińsko-Mazurskie"
"Bzowiec","Warmińsko-Mazurskie"
"Bzowiec ","Warmińsko-Mazurskie"
"Nowy Dwór koło Ornety","Warmińsko-Mazurskie"
"Nowy Dwór koło Ornety ","Warmińsko-Mazurskie"
"Henrykowo","Warmińsko-Mazurskie"
"Henrykowo ","Warmińsko-Mazurskie"
"Braniewo","Warmińsko-Mazurskie"
"Braniewo ","Warmińsko-Mazurskie"
"Żugienie","Warmińsko-Mazurskie"
"Żugienie ","Warmińsko-Mazurskie"
"Wysoka Braniewska","Warmińsko-Mazurskie"
"Wysoka Braniewska ","Warmińsko-Mazurskie"
"Grodzie","Warmińsko-Mazurskie"
"Grodzie ","Warmińsko-Mazurskie"
"Jarzębiec","Warmińsko-Mazurskie"
"Jarzębiec ","Warmińsko-Mazurskie"
"Jagodin","Warmińsko-Mazurskie"
"Jagodin ","Warmińsko-Mazurskie"
"Kaczorowo","Warmińsko-Mazurskie"
"Kaczorowo ","Warmińsko-Mazurskie"
"Arcelin","Mazowieckie"
"Arcelin ","Mazowieckie"
"Baboszewo","Mazowieckie"
"Baboszewo ","Mazowieckie"
"Turzynów","Mazowieckie"
"Turzynów ","Mazowieckie"
"Nowe Kutnowskie","Łódzkie"
"Nowe Kutnowskie ","Łódzkie"
"Krzewie","Łódzkie"
"Krzewie ","Łódzkie"
"Powroźnik","Małopolskie"
"Powroźnik ","Małopolskie"
"Żurawnica","Lubelskie"
"Żurawnica ","Lubelskie"
"Wólka Niedzieliska","Lubelskie"
"Wólka Niedzieliska ","Lubelskie"
"Niedzieliska-Kolonia","Lubelskie"
"Niedzieliska-Kolonia ","Lubelskie"
"Lewin Kłodzki","Dolnośląskie"
"Lewin Kłodzki ","Dolnośląskie"
"Koźmin Wielkopolski","Wielkopolskie"
"Koźmin Wielkopolski ","Wielkopolskie"
"Racławice Śląskie","Opolskie"
"Racławice Śląskie ","Opolskie"
"Twardawa","Opolskie"
"Twardawa ","Opolskie"
"Dytmarów","Opolskie"
"Dytmarów ","Opolskie"
"Forst Lausitz","(Poza Polską - Niemcy)"
"Forst Lausitz ","(Poza Polską - Niemcy)"
"Zasieki","Lubuskie"
"Zasieki ","Lubuskie"
"Szczejkowice","Śląskie"
"Szczejkowice ","Śląskie"
"Rybnik Piaski","Śląskie"
"Rybnik Piaski ","Śląskie"
"Szybowice","Opolskie"
"Szybowice ","Opolskie"
"Nowy Las","Opolskie"
"Nowy Las ","Opolskie"
"Żulin","Lubelskie"
"Żulin ","Lubelskie"
"Zagrody Kościół","Lubelskie"
"Zagrody Kościół ","Lubelskie"
"Siódmak","Podlaskie"
"Siódmak ","Podlaskie"
"Szczepki","Podlaskie"
"Szczepki ","Podlaskie"
"Różanystok","Podlaskie"
"Różanystok ","Podlaskie"
"Sidra","Podlaskie"
"Sidra ","Podlaskie"
"Płociczno koło Suwałk","Podlaskie"
"Płociczno koło Suwałk ","Podlaskie"
"Racewo","Podlaskie"
"Racewo ","Podlaskie"
"Ostrowie Biebrzańskie","Podlaskie"
"Ostrowie Biebrzańskie ","Podlaskie"
"Kamienna Nowa","Podlaskie"
"Kamienna Nowa ","Podlaskie"
"Gliniszcze","Podlaskie"
"Gliniszcze ","Podlaskie"
"Jastrzębna","Podlaskie"
"Jastrzębna ","Podlaskie"
"Blizna","Podlaskie"
"Blizna ","Podlaskie"
"Augustów Port","Podlaskie"
"Augustów Port ","Podlaskie"
"Balinka","Podlaskie"
"Balinka ","Podlaskie"
"Kędzierzyn-Koźle Przystanek","Opolskie"
"Kędzierzyn-Koźle Przystanek ","Opolskie"
"Kędzierzyn-Koźle Zachodnie","Opolskie"
"Kędzierzyn-Koźle Zachodnie ","Opolskie"
"Pokrzywnica","Świętokrzyskie"
"Pokrzywnica ","Świętokrzyskie"
"Włoszczowice","Świętokrzyskie"
"Włoszczowice ","Świętokrzyskie"
"Dębska Wola","Świętokrzyskie"
"Dębska Wola ","Świętokrzyskie"
"Brzeziny","Świętokrzyskie"
"Brzeziny ","Świętokrzyskie"
"Rogóźno Pomorskie","Kujawsko-Pomorskie"
"Rogóźno Pomorskie ","Kujawsko-Pomorskie"
"Grudziądz Owczarki","Kujawsko-Pomorskie"
"Grudziądz Owczarki ","Kujawsko-Pomorskie"
"Grudziądz Tuszewo","Kujawsko-Pomorskie"
"Grudziądz Tuszewo ","Kujawsko-Pomorskie"
"Wkra","Mazowieckie"
"Wkra ","Mazowieckie"
"Dalanówek","Mazowieckie"
"Dalanówek ","Mazowieckie"
"Cieksyn","Mazowieckie"
"Cieksyn ","Mazowieckie"
"Grudze","Mazowieckie"
"Grudze ","Mazowieckie"
"Susiec","Lubelskie"
"Susiec ","Lubelskie"
"Maziły","Lubelskie"
"Maziły ","Lubelskie"
"Bełżec Drugi","Lubelskie"
"Bełżec Drugi ","Lubelskie"
"Bełżec","Lubelskie"
"Bełżec ","Lubelskie"
"Nowiny","Lubelskie"
"Nowiny ","Lubelskie"
"Józefów Roztoczański","Lubelskie"
"Józefów Roztoczański ","Lubelskie"
"Długi Kąt","Lubelskie"
"Długi Kąt ","Lubelskie"
"Kołobrzeg Amfiteatr","Zachodniopomorskie"
"Kołobrzeg Amfiteatr ","Zachodniopomorskie"
"Lipusz","Pomorskie"
"Lipusz ","Pomorskie"
"Męcikał","Pomorskie"
"Męcikał ","Pomorskie"
"Brusy","Pomorskie"
"Brusy ","Pomorskie"
"Powałki","Pomorskie"
"Powałki ","Pomorskie"
"Łubiana","Pomorskie"
"Łubiana ","Pomorskie"
"Lubnia","Pomorskie"
