"Stacja","Województwo"
"Lubnia ","Pomorskie"
"Dziemiany Kaszubskie","Pomorskie"
"Dziemiany Kaszubskie ","Pomorskie"
"Żabno koło Chojnic","Pomorskie"
"Żabno koło Chojnic ","Pomorskie"
"Raduń","Pomorskie"
"Raduń ","Pomorskie"
"Lipuska Huta","Pomorskie"
"Lipuska Huta ","Pomorskie"
"Kalisz Kaszubski","Pomorskie"
"Kalisz Kaszubski ","Pomorskie"
"Garczyn","Pomorskie"
"Garczyn ","Pomorskie"
"Zastocze","Podlaskie"
"Zastocze ","Podlaskie"
"Knyszyn","Podlaskie"
"Knyszyn ","Podlaskie"
"Czechowizna","Podlaskie"
"Czechowizna ","Podlaskie"
"Dobrzyniewo Duże","Podlaskie"
"Dobrzyniewo Duże ","Podlaskie"
"Fasty","Podlaskie"
"Fasty ","Podlaskie"
"Białystok Bacieczki","Podlaskie"
"Białystok Bacieczki ","Podlaskie"
"Borsukówka","Podlaskie"
"Borsukówka ","Podlaskie"
"Białystok Starosielce","Podlaskie"
"Białystok Starosielce ","Podlaskie"
"Wierzawice","Podkarpackie"
"Wierzawice ","Podkarpackie"
"Tryńcza","Podkarpackie"
"Tryńcza ","Podkarpackie"
"Nowa Sarzyna Kolonia","Podkarpackie"
"Nowa Sarzyna Kolonia ","Podkarpackie"
"Łętownia","Podkarpackie"
"Łętownia ","Podkarpackie"
"Grodzisko Dolne","Podkarpackie"
"Grodzisko Dolne ","Podkarpackie"
"Gniewczyna","Podkarpackie"
"Gniewczyna ","Podkarpackie"
"Jelna","Małopolskie"
"Jelna ","Małopolskie"
"Goniądz","Podlaskie"
"Goniądz ","Podlaskie"
"Ruda","Podlaskie"
"Ruda ","Podlaskie"
"Podlasek","Podlaskie"
"Podlasek ","Podlaskie"
"Prostki","Warmińsko-Mazurskie"
"Prostki ","Warmińsko-Mazurskie"
"Lipińskie Małe","Warmińsko-Mazurskie"
"Lipińskie Małe ","Warmińsko-Mazurskie"
"Ełk Szyba Wschód","Warmińsko-Mazurskie"
"Ełk Szyba Wschód ","Warmińsko-Mazurskie"
"Wielbark","Warmińsko-Mazurskie"
"Wielbark ","Warmińsko-Mazurskie"
"Szymany","Warmińsko-Mazurskie"
"Szymany ","Warmińsko-Mazurskie"
"Jesionowiec","Warmińsko-Mazurskie"
"Jesionowiec ","Warmińsko-Mazurskie"
"Lipowa Tucholska","Kujawsko-Pomorskie"
"Lipowa Tucholska ","Kujawsko-Pomorskie"
"Zielonka Pomorska","Kujawsko-Pomorskie"
"Zielonka Pomorska ","Kujawsko-Pomorskie"
"Zarośle","Kujawsko-Pomorskie"
"Zarośle ","Kujawsko-Pomorskie"
"Rosochatka","Kujawsko-Pomorskie"
"Rosochatka ","Kujawsko-Pomorskie"
"Małe Gacno","Kujawsko-Pomorskie"
"Małe Gacno ","Kujawsko-Pomorskie"
"Wróblik Szlachecki","Podkarpackie"
"Wróblik Szlachecki ","Podkarpackie"
"Krosno Miasto","Podkarpackie"
"Krosno Miasto ","Podkarpackie"
"Krosno","Podkarpackie"
"Krosno ","Podkarpackie"
"Jedlicze","Podkarpackie"
"Jedlicze ","Podkarpackie"
"Zarszyn","Podkarpackie"
"Zarszyn ","Podkarpackie"
"Nielep","Zachodniopomorskie"
"Nielep ","Zachodniopomorskie"
"Klępnica","Zachodniopomorskie"
"Klępnica ","Zachodniopomorskie"
"Kołobrzeg Ogrody","Zachodniopomorskie"
"Kołobrzeg Ogrody ","Zachodniopomorskie"
"Kłodzko Książek","Dolnośląskie"
"Kłodzko Książek ","Dolnośląskie"
"Kłodzko Zagórze","Dolnośląskie"
"Kłodzko Zagórze ","Dolnośląskie"
"Tuszów Narodowy","Podkarpackie"
"Tuszów Narodowy ","Podkarpackie"
"Padew","Podkarpackie"
"Padew ","Podkarpackie"
"Jaślany","Podkarpackie"
"Jaślany ","Podkarpackie"
"Chorzelów Południowy","Podkarpackie"
"Chorzelów Południowy ","Podkarpackie"
"Chorzelów","Podkarpackie"
"Chorzelów ","Podkarpackie"
"Kije","Świętokrzyskie"
"Kije ","Świętokrzyskie"
"Grochowiska","Świętokrzyskie"
"Grochowiska ","Świętokrzyskie"
"Busko-Zdrój","Świętokrzyskie"
"Busko-Zdrój ","Świętokrzyskie"
"Sandomierz","Świętokrzyskie"
"Sandomierz ","Świętokrzyskie"
"Żabiny","Warmińsko-Mazurskie"
"Żabiny ","Warmińsko-Mazurskie"
"Zajączkowo Lubawskie","Warmińsko-Mazurskie"
"Zajączkowo Lubawskie ","Warmińsko-Mazurskie"
"Turza Wielka","Warmińsko-Mazurskie"
"Turza Wielka ","Warmińsko-Mazurskie"
"Tuczki","Warmińsko-Mazurskie"
"Tuczki ","Warmińsko-Mazurskie"
"Smolniki","Warmińsko-Mazurskie"
"Smolniki ","Warmińsko-Mazurskie"
"Rybno Pomorskie","Warmińsko-Mazurskie"
"Rybno Pomorskie ","Warmińsko-Mazurskie"
"Rakowice","Warmińsko-Mazurskie"
"Rakowice ","Warmińsko-Mazurskie"
"Montowo","Warmińsko-Mazurskie"
"Montowo ","Warmińsko-Mazurskie"
"Hartowiec","Warmińsko-Mazurskie"
"Hartowiec ","Warmińsko-Mazurskie"
"Gralewo","Warmińsko-Mazurskie"
"Gralewo ","Warmińsko-Mazurskie"
"Jeglia","Warmińsko-Mazurskie"
"Jeglia ","Warmińsko-Mazurskie"
"Burkat","Dolnośląskie"
"Burkat ","Dolnośląskie"
"Słupia","Opolskie"
"Słupia ","Opolskie"
"Łęka Opatowska","Wielkopolskie"
"Łęka Opatowska ","Wielkopolskie"
"Kostów","Opolskie"
"Kostów ","Opolskie"
"Krzywizna","Opolskie"
"Krzywizna ","Opolskie"
"Biskupice koło Kluczborka","Opolskie"
"Biskupice koło Kluczborka ","Opolskie"
"Spychowo","Warmińsko-Mazurskie"
"Spychowo ","Warmińsko-Mazurskie"
"Świętajno","Warmińsko-Mazurskie"
"Świętajno ","Warmińsko-Mazurskie"
"Olszyny","Warmińsko-Mazurskie"
"Olszyny ","Warmińsko-Mazurskie"
"Kolonia","Warmińsko-Mazurskie"
"Kolonia ","Warmińsko-Mazurskie"
"Jeruty","Warmińsko-Mazurskie"
"Jeruty ","Warmińsko-Mazurskie"
"Szeroki Bór","Warmińsko-Mazurskie"
"Szeroki Bór ","Warmińsko-Mazurskie"
"Ruciane-Nida Zachód","Warmińsko-Mazurskie"
"Ruciane-Nida Zachód ","Warmińsko-Mazurskie"
"Pisz Wschodni","Warmińsko-Mazurskie"
"Pisz Wschodni ","Warmińsko-Mazurskie"
"Stare Guty","Warmińsko-Mazurskie"
"Stare Guty ","Warmińsko-Mazurskie"
"Pogorzel Wielka","Warmińsko-Mazurskie"
"Pogorzel Wielka ","Warmińsko-Mazurskie"
"Nowa Wieś Ełcka","Warmińsko-Mazurskie"
"Nowa Wieś Ełcka ","Warmińsko-Mazurskie"
"Kaliszki","Warmińsko-Mazurskie"
"Kaliszki ","Warmińsko-Mazurskie"
"Drygały","Warmińsko-Mazurskie"
"Drygały ","Warmińsko-Mazurskie"
"Ełk Szyba Zachód","Warmińsko-Mazurskie"
"Ełk Szyba Zachód ","Warmińsko-Mazurskie"
"Bajtkowo","Warmińsko-Mazurskie"
"Bajtkowo ","Warmińsko-Mazurskie"
"Golina","Wielkopolskie"
"Golina ","Wielkopolskie"
"Obra Stara","Wielkopolskie"
"Obra Stara ","Wielkopolskie"
"Strzelce Świdnickie","Dolnośląskie"
"Strzelce Świdnickie ","Dolnośląskie"
"Radzyń Podlaski","Lubelskie"
"Radzyń Podlaski ","Lubelskie"
"Kraków Lubocza","Małopolskie"
"Kraków Lubocza ","Małopolskie"
"Kraków Nowa Huta","Małopolskie"
"Kraków Nowa Huta ","Małopolskie"
"Mikulovice","(Poza Polską - Czechy)"
"Mikulovice ","(Poza Polską - Czechy)"
"Jindrichov Ve Slez","(Poza Polską - Czechy)"
"Jindrichov Ve Slez ","(Poza Polską - Czechy)"
"Kulin Kłodzki","Dolnośląskie"
"Kulin Kłodzki ","Dolnośląskie"
"Dąbrowa Górnicza Pogoria","Śląskie"
"Dąbrowa Górnicza Pogoria ","Śląskie"
"Otmuchów","Opolskie"
"Otmuchów ","Opolskie"
"Paczków","Opolskie"
"Paczków ","Opolskie"
"Okrąglica","Podkarpackie"
"Okrąglica ","Podkarpackie"
"Nowy Zagórz","Podkarpackie"
"Nowy Zagórz ","Podkarpackie"
"Uherce","Podkarpackie"
"Uherce ","Podkarpackie"
"Lesko Łukawica","Podkarpackie"
"Lesko Łukawica ","Podkarpackie"
"Gorlice Zagórzany","Małopolskie"
"Gorlice Zagórzany ","Małopolskie"
"Załuż","Podkarpackie"
"Załuż ","Podkarpackie"
"Uherce Tunel","Podkarpackie"
"Uherce Tunel ","Podkarpackie"
"Jankowce","Podkarpackie"
"Jankowce ","Podkarpackie"
"Wielowieś","Lubelskie"
"Wielowieś ","Lubelskie"
"Lublin AIRPORT","Lubelskie"
"Lublin AIRPORT ","Lubelskie"
"Koszalin Wschodni","Zachodniopomorskie"
"Koszalin Wschodni ","Zachodniopomorskie"
"Koszalin Politechnika","Zachodniopomorskie"
"Koszalin Politechnika ","Zachodniopomorskie"
"Biecz","Małopolskie"
"Biecz ","Małopolskie"
"Nida","Warmińsko-Mazurskie"
"Nida ","Warmińsko-Mazurskie"
"Wierzchowice","Dolnośląskie"
"Wierzchowice ","Dolnośląskie"
"Hrubieszów Miasto","Lubelskie"
"Hrubieszów Miasto ","Lubelskie"
"Werbkowice","Lubelskie"
"Werbkowice ","Lubelskie"
"Łeba","Pomorskie"
"Łeba ","Pomorskie"
"Ustrzyki Dolne","Podkarpackie"
"Ustrzyki Dolne ","Podkarpackie"
"Ustianowa","Podkarpackie"
"Ustianowa ","Podkarpackie"
"Olszanica","Podkarpackie"
"Olszanica ","Podkarpackie"
"Wolenice","Wielkopolskie"
"Wolenice ","Wielkopolskie"
"Bożacin","Wielkopolskie"
"Bożacin ","Wielkopolskie"
"Stalowa Wola Charzewice","Podkarpackie"
"Stalowa Wola Charzewice ","Podkarpackie"
"Opole Wschodnie","Opolskie"
"Opole Wschodnie ","Opolskie"
"Szczecinek Bugno","Zachodniopomorskie"
"Szczecinek Bugno ","Zachodniopomorskie"
"Oleszyce","Podkarpackie"
"Oleszyce ","Podkarpackie"
"Lubaczów","Podkarpackie"
"Lubaczów ","Podkarpackie"
"Zagrody","Podkarpackie"
"Zagrody ","Podkarpackie"
"Nowa Grobla","Podkarpackie"
"Nowa Grobla ","Podkarpackie"
"Korzenica","Podkarpackie"
"Korzenica ","Podkarpackie"
"Bobrówka","Podkarpackie"
"Bobrówka ","Podkarpackie"
"Surochów","Podkarpackie"
"Surochów ","Podkarpackie"
"Jastrowie Miasto","Wielkopolskie"
"Jastrowie Miasto ","Wielkopolskie"
"Mielno Koszalińskie","Zachodniopomorskie"
"Mielno Koszalińskie ","Zachodniopomorskie"
"Suszka","Dolnośląskie"
"Suszka ","Dolnośląskie"
"Kraków Piastów","Małopolskie"
"Kraków Piastów ","Małopolskie"
"Suszec","Śląskie"
"Suszec ","Śląskie"
"Suszec Rudziczka","Śląskie"
"Suszec Rudziczka ","Śląskie"
"Suszec Kopalnia","Śląskie"
"Suszec Kopalnia ","Śląskie"
"Pszczyna Czarków","Śląskie"
"Pszczyna Czarków ","Śląskie"
"Radostowice","Śląskie"
"Radostowice ","Śląskie"
"Dorohusk","Lubelskie"
"Dorohusk ","Lubelskie"
"Stawiany Pińczowskie","Świętokrzyskie"
"Stawiany Pińczowskie ","Świętokrzyskie"
"Słubice","Lubuskie"
"Słubice ","Lubuskie"
"Kunowice","Lubuskie"
"Kunowice ","Lubuskie"
"Targowiska","Podkarpackie"
"Targowiska ","Podkarpackie"
"Besko","Podkarpackie"
"Besko ","Podkarpackie"
"Sanok Miasto","Podkarpackie"
"Sanok Miasto ","Podkarpackie"
"Tarnowiec","Podkarpackie"
"Tarnowiec ","Podkarpackie"
"Widacz","Podkarpackie"
"Widacz ","Podkarpackie"
"Milcza","Podkarpackie"
"Milcza ","Podkarpackie"
"Sanok Dąbrówka","Podkarpackie"
"Sanok Dąbrówka ","Podkarpackie"
"Nowosielce","Podkarpackie"
"Nowosielce ","Podkarpackie"
"Długie","Podkarpackie"
"Długie ","Podkarpackie"
"Krusze","Podkarpackie"
"Krusze ","Podkarpackie"
"Krosno Turaszówka","Podkarpackie"
"Krosno Turaszówka ","Podkarpackie"
"Krosno Polanka","Podkarpackie"
"Krosno Polanka ","Podkarpackie"
"Gliniczek","Podkarpackie"
"Gliniczek ","Podkarpackie"
"Jedlicze Męcinka","Podkarpackie"
"Jedlicze Męcinka ","Podkarpackie"
"Śniadowo","Podlaskie"
"Śniadowo ","Podlaskie"
"Tarnowiec Brzeski","Małopolskie"
"Tarnowiec Brzeski ","Małopolskie"
"Popielów","Opolskie"
"Popielów ","Opolskie"
"Opole Czarnowąsy","Opolskie"
"Opole Czarnowąsy ","Opolskie"
"Opole Borki","Opolskie"
"Opole Borki ","Opolskie"
"Minkowice Oławskie","Dolnośląskie"
"Minkowice Oławskie ","Dolnośląskie"
"Kopalina","Dolnośląskie"
"Kopalina ","Dolnośląskie"
"Karłowice","Dolnośląskie"
"Karłowice ","Dolnośląskie"
"Chróścice","Opolskie"
"Chróścice ","Opolskie"
"Dobrzeń Wielki","Opolskie"
"Dobrzeń Wielki ","Opolskie"
"Sokoły","Podlaskie"
"Sokoły ","Podlaskie"
"Rogalice","Dolnośląskie"
"Rogalice ","Dolnośląskie"
"Kulesze Kościelne","Podlaskie"
"Kulesze Kościelne ","Podlaskie"
"Mąkoszyce","Dolnośląskie"
"Mąkoszyce ","Dolnośląskie"
"Borucice","Łódzkie"
"Borucice ","Łódzkie"
"Biskupice Oławskie","Dolnośląskie"
"Biskupice Oławskie ","Dolnośląskie"
"Studzianka","Podlaskie"
"Studzianka ","Podlaskie"
"Horyniec-Zdrój","Podkarpackie"
"Horyniec-Zdrój ","Podkarpackie"
"Bohumin Vrbice","(Poza Polską - Czechy)"
"Bohumin Vrbice ","(Poza Polską - Czechy)"
"Basznia","Podkarpackie"
"Basznia ","Podkarpackie"
"Basznia Dolna","Podkarpackie"
"Basznia Dolna ","Podkarpackie"
"Kurpie","Podlaskie"
"Kurpie ","Podlaskie"
"Rava Ruskaia","(Poza Polską - Ukraina)"
"Rava Ruskaia ","(Poza Polską - Ukraina)"
"Wieruszów Miasto","Łódzkie"
"Wieruszów Miasto ","Łódzkie"
"Inowrocław Rąbinek","Kujawsko-Pomorskie"
"Inowrocław Rąbinek ","Kujawsko-Pomorskie"
"Piotrków Kujawski","Kujawsko-Pomorskie"
"Piotrków Kujawski ","Kujawsko-Pomorskie"
"Babiak","Wielkopolskie"
"Babiak ","Wielkopolskie"
"Biłgoraj","Lubelskie"
"Biłgoraj ","Lubelskie"
"Tereszpol Biłgorajski","Lubelskie"
"Tereszpol Biłgorajski ","Lubelskie"
"Wrzeście","Pomorskie"
"Wrzeście ","Pomorskie"
"Nowa Wieś Lęborska","Pomorskie"
"Nowa Wieś Lęborska ","Pomorskie"
"Lędziechowo","Pomorskie"
"Lędziechowo ","Pomorskie"
"Garczegorze","Pomorskie"
"Garczegorze ","Pomorskie"
"Lębork Nowy Świat","Pomorskie"
"Lębork Nowy Świat ","Pomorskie"
"Steknica","Pomorskie"
"Steknica ","Pomorskie"
"Rypin","Kujawsko-Pomorskie"
"Rypin ","Kujawsko-Pomorskie"
"Trakiszki","Podlaskie"
"Trakiszki ","Podlaskie"
"Mockava","(Poza Polską - Litwa)"
"Mockava ","(Poza Polską - Litwa)"
"Powodowo","Wielkopolskie"
"Powodowo ","Wielkopolskie"
"Wronki Zamość","Wielkopolskie"
"Wronki Zamość ","Wielkopolskie"
"Warszowice","Śląskie"
"Warszowice ","Śląskie"
"Strumień","Śląskie"
"Strumień ","Śląskie"
"Pawłowice Śląskie Centrum","Śląskie"
"Pawłowice Śląskie Centrum ","Śląskie"
"Jeleśnia","Śląskie"
"Jeleśnia ","Śląskie"
"Spała","Łódzkie"
"Spała ","Łódzkie"
"Radziszewo","Zachodniopomorskie"
"Radziszewo ","Zachodniopomorskie"
"Kraków Przylasek","Małopolskie"
"Kraków Przylasek ","Małopolskie"
"Kraków Kościelniki","Małopolskie"
"Kraków Kościelniki ","Małopolskie"
"Chorzów Stary","Śląskie"
"Chorzów Stary ","Śląskie"
"Bytom Karb","Śląskie"
"Bytom Karb ","Śląskie"
"Chorzów Miasto","Śląskie"
"Chorzów Miasto ","Śląskie"
"Nakło Śląskie","Śląskie"
"Nakło Śląskie ","Śląskie"
"Chorzów Uniwersytet","Śląskie"
"Chorzów Uniwersytet ","Śląskie"
"Radzionków Rojca","Śląskie"
"Radzionków Rojca ","Śląskie"
"Radzionków","Śląskie"
"Radzionków ","Śląskie"
"Głuchołazy","Opolskie"
"Głuchołazy ","Opolskie"
"Goświnowice","Opolskie"
"Goświnowice ","Opolskie"
"Głuchołazy Miasto","Opolskie"
"Głuchołazy Miasto ","Opolskie"
"Podchojny","Opolskie"
"Podchojny ","Opolskie"
"Wójcice","Opolskie"
"Wójcice ","Opolskie"
"Otmuchów Jezioro","Opolskie"
"Otmuchów Jezioro ","Opolskie"
"Doboszowice","Dolnośląskie"
"Doboszowice ","Dolnośląskie"
"Zabrze Maciejów","Śląskie"
"Zabrze Maciejów ","Śląskie"
"Zabrze Północne","Śląskie"
"Zabrze Północne ","Śląskie"
"Brzoza Toruńska","Kujawsko-Pomorskie"
"Brzoza Toruńska ","Kujawsko-Pomorskie"
"Lubiewo","Kujawsko-Pomorskie"
"Lubiewo ","Kujawsko-Pomorskie"
"Sosnowiec Jęzor Południowy","Śląskie"
"Sosnowiec Jęzor Południowy ","Śląskie"
"Rzepin Miasto","Lubuskie"
"Rzepin Miasto ","Lubuskie"
"Aleksandrów","Lubelskie"
"Aleksandrów ","Lubelskie"
"Jaski","Lubelskie"
"Jaski ","Lubelskie"
"Ustrzesz","Lubelskie"
"Ustrzesz ","Lubelskie"
"Bezwola","Lubelskie"
"Bezwola ","Lubelskie"
"Milanów","Lubelskie"
"Milanów ","Lubelskie"
"Libusza","Małopolskie"
"Libusza ","Małopolskie"
"Słone","Podkarpackie"
"Słone ","Podkarpackie"
"Skołyszyn","Podkarpackie"
"Skołyszyn ","Podkarpackie"
"Siepietnica","Podkarpackie"
"Siepietnica ","Podkarpackie"
"Przysieki","Podkarpackie"
"Przysieki ","Podkarpackie"
"Jasło Niegłowice","Podkarpackie"
"Jasło Niegłowice ","Podkarpackie"
"Hucisko","Podkarpackie"
"Hucisko ","Podkarpackie"
"Lachowice Centrum","Małopolskie"
"Lachowice Centrum ","Małopolskie"
"Chorzew Siemkowice","Łódzkie"
"Chorzew Siemkowice ","Łódzkie"
"Biała Pajęczańska","Łódzkie"
"Biała Pajęczańska ","Łódzkie"
"Cykarzew Północny","Śląskie"
"Cykarzew Północny ","Śląskie"
"Cykarzew Stary","Śląskie"
"Cykarzew Stary ","Śląskie"
"Mykanów","Śląskie"
"Mykanów ","Śląskie"
"Ważne Młyny","Łódzkie"
"Ważne Młyny ","Łódzkie"
"Broniszew Stary","Łódzkie"
"Broniszew Stary ","Łódzkie"
"Pieńki Dubidzkie","Łódzkie"
"Pieńki Dubidzkie ","Łódzkie"
"Nowa Brzeźnica","Łódzkie"
"Nowa Brzeźnica ","Łódzkie"
"Dubidze","Łódzkie"
"Dubidze ","Łódzkie"
"Rząsawa","Łódzkie"
"Rząsawa ","Łódzkie"
"Wola Łużańska","Małopolskie"
"Wola Łużańska ","Małopolskie"
"Szalowa","Małopolskie"
"Szalowa ","Małopolskie"
"Pawonków","Śląskie"
"Pawonków ","Śląskie"
"Polna","Małopolskie"
"Polna ","Małopolskie"
"Pludry","Śląskie"
"Pludry ","Śląskie"
"Lubycza Królewska","Lubelskie"
"Lubycza Królewska ","Lubelskie"
"Hrebenne","Lubelskie"
"Hrebenne ","Lubelskie"
"Moszczenica Małopolska","Małopolskie"
"Moszczenica Małopolska ","Małopolskie"
"Zduńska Wola Karsznice","Łódzkie"
"Zduńska Wola Karsznice ","Łódzkie"
"Żary Muzyków","Lubuskie"
"Żary Muzyków ","Lubuskie"
"Szymany Lotnisko","Warmińsko-Mazurskie"
"Szymany Lotnisko ","Warmińsko-Mazurskie"
"Nowy Łupków","Podkarpackie"
"Nowy Łupków ","Podkarpackie"
"Łupków","Podkarpackie"
"Łupków ","Podkarpackie"
"Komańcza","Podkarpackie"
"Komańcza ","Podkarpackie"
"Szczawne Kulaszne","Podkarpackie"
"Szczawne Kulaszne ","Podkarpackie"
"Rzepedź","Podkarpackie"
"Rzepedź ","Podkarpackie"
"Komańcza Letnisko","Podkarpackie"
"Komańcza Letnisko ","Podkarpackie"
"Plavec","(Poza Polską - Słowacja)"
"Plavec ","(Poza Polską - Słowacja)"
"Gdańsk Stadion Expo","Pomorskie"
"Gdańsk Stadion Expo ","Pomorskie"
"Mieroszów","Dolnośląskie"
"Mieroszów ","Dolnośląskie"
"Boguszów-Gorce Dzikowiec","Dolnośląskie"
"Boguszów-Gorce Dzikowiec ","Dolnośląskie"
"Unisław Śląski","Dolnośląskie"
"Unisław Śląski ","Dolnośląskie"
"Mezimesti","(Poza Polską - Czechy)"
"Mezimesti ","(Poza Polską - Czechy)"
"Repczyce","Podlaskie"
"Repczyce ","Podlaskie"
"Lachowice","Małopolskie"
"Lachowice ","Małopolskie"
"Żywiec Sporysz","Śląskie"
"Żywiec Sporysz ","Śląskie"
"Stryszawa","Małopolskie"
"Stryszawa ","Małopolskie"
"Pewel Mała","Śląskie"
"Pewel Mała ","Śląskie"
"Pewel Wielka Centrum","Śląskie"
"Pewel Wielka Centrum ","Śląskie"
"Pewel Wielka","Śląskie"
"Pewel Wielka ","Śląskie"
"Kurów Suski","Małopolskie"
"Kurów Suski ","Małopolskie"
"Waliły","Podlaskie"
"Waliły ","Podlaskie"
"Sokole Białostockie","Podlaskie"
"Sokole Białostockie ","Podlaskie"
"Żednia","Podlaskie"
"Żednia ","Podlaskie"
"Kuriany","Podlaskie"
"Kuriany ","Podlaskie"
"Zajezierce","Podlaskie"
"Zajezierce ","Podlaskie"
"Białystok Fabryczny","Podlaskie"
"Białystok Fabryczny ","Podlaskie"
"Horka Gbf","(Poza Polską - Niemcy)"
"Horka Gbf ","(Poza Polską - Niemcy)"
"Dwikozy","Świętokrzyskie"
"Dwikozy ","Świętokrzyskie"
"Gorlice Glinik","Małopolskie"
"Gorlice Glinik ","Małopolskie"
"Morochów","Podkarpackie"
"Morochów ","Podkarpackie"
"Wysoczany","Podkarpackie"
"Wysoczany ","Podkarpackie"
"Mokre Małopolskie","Małopolskie"
"Mokre Małopolskie ","Małopolskie"
"Tarnawa Dolna","Podkarpackie"
"Tarnawa Dolna ","Podkarpackie"
"Czaszyn","Podkarpackie"
"Czaszyn ","Podkarpackie"
"Medzilaborce","(Poza Polską - Słowacja)"
"Medzilaborce ","(Poza Polską - Słowacja)"
"Medzilaborce Mesto","(Poza Polską - Słowacja)"
"Medzilaborce Mesto ","(Poza Polską - Słowacja)"
"Werchrata","Podkarpackie"
"Werchrata ","Podkarpackie"
"Siedliska Tomaszowskie","Podkarpackie"
"Siedliska Tomaszowskie ","Podkarpackie"
"Gorlice","Małopolskie"
"Gorlice ","Małopolskie"
"Ruda-Opalin","Lubelskie"
"Ruda-Opalin ","Lubelskie"
"Zawiercie Kądzielów","Śląskie"
"Zawiercie Kądzielów ","Śląskie"
"Karolinówka","Lubelskie"
"Karolinówka ","Lubelskie"
"Okuninka Białe","Lubelskie"
"Okuninka Białe ","Lubelskie"
"Stulno","Lubelskie"
"Stulno ","Lubelskie"
"Ruda-Huta","Lubelskie"
"Ruda-Huta ","Lubelskie"
"Sobibór","Lubelskie"
"Sobibór ","Lubelskie"
"Majdan Stuleński","Lubelskie"
"Majdan Stuleński ","Lubelskie"
"Uhrusk Przystanek","Lubelskie"
"Uhrusk Przystanek ","Lubelskie"
"Uhrusk","Lubelskie"
"Uhrusk ","Lubelskie"
"Włodawa","Lubelskie"
"Włodawa ","Lubelskie"
"Recław","Zachodniopomorskie"
"Recław ","Zachodniopomorskie"
"Rusiec Łódzki","Łódzkie"
"Rusiec Łódzki ","Łódzkie"
"Zduńska Wola Południowa","Łódzkie"
"Zduńska Wola Południowa ","Łódzkie"
"Chociw Łaski","Łódzkie"
"Chociw Łaski ","Łódzkie"
"Siedlce Łaskie","Łódzkie"
"Siedlce Łaskie ","Łódzkie"
"Kozuby","Łódzkie"
"Kozuby ","Łódzkie"
"Huta","Lubuskie"
"Huta ","Lubuskie"
"Pszczew","Lubuskie"
"Pszczew ","Lubuskie"
"Wierzbno","Lubuskie"
"Wierzbno ","Lubuskie"
"Bobowicko","Lubuskie"
"Bobowicko ","Lubuskie"
"Policko","Lubuskie"
"Policko ","Lubuskie"
"Wieruszów JURA-POLSKA","Łódzkie"
"Wieruszów JURA-POLSKA ","Łódzkie"
"Czastary","Łódzkie"
"Czastary ","Łódzkie"
"Wieruszów","Łódzkie"
"Wieruszów ","Łódzkie"
"Pieczyska","Łódzkie"
"Pieczyska ","Łódzkie"
"Biała","Łódzkie"
"Biała ","Łódzkie"
"Świba","Łódzkie"
"Świba ","Łódzkie"
"Szczecin Niebuszewo","Zachodniopomorskie"
"Szczecin Niebuszewo ","Zachodniopomorskie"
"Pakość","Kujawsko-Pomorskie"
"Pakość ","Kujawsko-Pomorskie"
"Gdańsk Port Północny","Pomorskie"
"Gdańsk Port Północny ","Pomorskie"
"Skandawa","Warmińsko-Mazurskie"
"Skandawa ","Warmińsko-Mazurskie"
"Gdańsk Zaspa Towarowa","Pomorskie"
"Gdańsk Zaspa Towarowa ","Pomorskie"
"Przewóz","Lubuskie"
"Przewóz ","Lubuskie"
"Olecko","Warmińsko-Mazurskie"
"Olecko ","Warmińsko-Mazurskie"
"Stobno Szczecińskie","Zachodniopomorskie"
"Stobno Szczecińskie ","Zachodniopomorskie"
"Bąk","Pomorskie"
"Bąk ","Pomorskie"
"Goworki Bsz","Mazowieckie"
"Goworki Bsz ","Mazowieckie"
"Police","Zachodniopomorskie"
"Police ","Zachodniopomorskie"
"Gdynia Port Oksywie","Pomorskie"
"Gdynia Port Oksywie ","Pomorskie"
"Bydgoszcz Emilianowo","Kujawsko-Pomorskie"
"Bydgoszcz Emilianowo ","Kujawsko-Pomorskie"
"Biskupiec Reszelski","Warmińsko-Mazurskie"
"Biskupiec Reszelski ","Warmińsko-Mazurskie"
"Wapienno","Kujawsko-Pomorskie"
"Wapienno ","Kujawsko-Pomorskie"
"Piechcin","Kujawsko-Pomorskie"
"Piechcin ","Kujawsko-Pomorskie"
"Szczecin Wzgórze Hetmańskie","Zachodniopomorskie"
"Szczecin Wzgórze Hetmańskie ","Zachodniopomorskie"
"Tantow","(Poza Polską - Niemcy)"
"Tantow ","(Poza Polską - Niemcy)"
"Poddębice","Łódzkie"
"Poddębice ","Łódzkie"
"Łomża","Podlaskie"
"Łomża ","Podlaskie"
"Elbląg Zdrój","Warmińsko-Mazurskie"
"Elbląg Zdrój ","Warmińsko-Mazurskie"
"Świerże Górne","Mazowieckie"
"Świerże Górne ","Mazowieckie"
"Tworóg","Śląskie"
"Tworóg ","Śląskie"
"Kruszwica","Kujawsko-Pomorskie"
"Kruszwica ","Kujawsko-Pomorskie"
"Katowice Szopienice Północne","Śląskie"
"Katowice Szopienice Północne ","Śląskie"
"Ciechocinek","Kujawsko-Pomorskie"
