TERYT,Województwo,Powiat,Gmina,OGÓŁEM,Podpowierzchniowy,Pokrywy gleby,Całkowity drzew,Pojedyncze drzewo
060704,lubelskie,kraśnicki,Gościeradów,3,0,3,0,0
060705,lubelskie,kraśnicki,Kraśnik,1,0,1,0,0
060706,lubelskie,kraśnicki,Szastarka,0,0,0,0,0
060707,lubelskie,kraśnicki,Trzydnik Duży,0,0,0,0,0
060708,lubelskie,kraśnicki,Urzędów,0,0,0,0,0
060709,lubelskie,kraśnicki,Wilkołaz,0,0,0,0,0
060710,lubelskie,kraśnicki,Zakrzówek,0,0,0,0,0
060801,lubelskie,lubartowski,Lubartów,0,0,0,0,0
060802,lubelskie,lubartowski,Abramów,0,0,0,0,0
060803,lubelskie,lubartowski,Firlej,3,0,3,0,0
060804,lubelskie,lubartowski,Jeziorzany,0,0,0,0,0
060805,lubelskie,lubartowski,Kamionka,7,0,6,0,1
060806,lubelskie,lubartowski,Kock,1,0,1,0,0
060807,lubelskie,lubartowski,Lubartów,4,0,3,0,1
060808,lubelskie,lubartowski,Michów,9,0,9,0,0
060809,lubelskie,lubartowski,Niedźwiada,1,0,1,0,0
060810,lubelskie,lubartowski,Ostrów Lubelski,11,0,11,0,0
060811,lubelskie,lubartowski,Ostrówek,9,2,6,1,0
060812,lubelskie,lubartowski,Serniki,1,0,1,0,0
060813,lubelskie,lubartowski,Uścimów,10,0,9,1,0
060901,lubelskie,lubelski,Bełżyce,0,0,0,0,0
060902,lubelskie,lubelski,Borzechów,1,0,1,0,0
060903,lubelskie,lubelski,Bychawa,0,0,0,0,0
060904,lubelskie,lubelski,Garbów,0,0,0,0,0
060905,lubelskie,lubelski,Głusk,0,0,0,0,0
060906,lubelskie,lubelski,Jabłonna,0,0,0,0,0
060907,lubelskie,lubelski,Jastków,1,0,1,0,0
060908,lubelskie,lubelski,Konopnica,0,0,0,0,0
060909,lubelskie,lubelski,Krzczonów,0,0,0,0,0
060910,lubelskie,lubelski,Niedrzwica Duża,1,0,0,0,1
060911,lubelskie,lubelski,Niemce,1,0,0,0,1
060912,lubelskie,lubelski,Strzyżewice,1,0,1,0,0
060913,lubelskie,lubelski,Wojciechów,0,0,0,0,0
060914,lubelskie,lubelski,Wólka,0,0,0,0,0
060915,lubelskie,lubelski,Wysokie,0,0,0,0,0
060916,lubelskie,lubelski,Zakrzew,0,0,0,0,0
061001,lubelskie,łęczyński,Cyców,1,0,1,0,0
061002,lubelskie,łęczyński,Ludwin,1,1,0,0,0
061003,lubelskie,łęczyński,Łęczna,2,0,1,0,1
061004,lubelskie,łęczyński,Milejów,8,0,6,2,0
061005,lubelskie,łęczyński,Puchaczów,0,0,0,0,0
061006,lubelskie,łęczyński,Spiczyn,1,0,0,1,0
061101,lubelskie,łukowski,Łuków,0,0,0,0,0
061102,lubelskie,łukowski,Stoczek Łukowski,0,0,0,0,0
061103,lubelskie,łukowski,Adamów,0,0,0,0,0
061104,lubelskie,łukowski,Krzywda,7,0,6,1,0
061105,lubelskie,łukowski,Łuków,13,0,13,0,0
061106,lubelskie,łukowski,Serokomla,1,0,1,0,0
061107,lubelskie,łukowski,Stanin,1,0,1,0,0
061108,lubelskie,łukowski,Stoczek Łukowski,1,0,1,0,0
061109,lubelskie,łukowski,Trzebieszów,0,0,0,0,0
061110,lubelskie,łukowski,Wojcieszków,1,0,1,0,0
061111,lubelskie,łukowski,Wola Mysłowska,0,0,0,0,0
061201,lubelskie,opolski,Chodel,1,0,1,0,0
061202,lubelskie,opolski,Józefów nad Wisłą,0,0,0,0,0
061203,lubelskie,opolski,Karczmiska,4,0,4,0,0
061204,lubelskie,opolski,Łaziska,1,0,1,0,0
061205,lubelskie,opolski,Opole Lubelskie,3,0,3,0,0
061206,lubelskie,opolski,Poniatowa,0,0,0,0,0
061207,lubelskie,opolski,Wilków,0,0,0,0,0
061301,lubelskie,parczewski,Dębowa Kłoda,0,0,0,0,0
061302,lubelskie,parczewski,Jabłoń,0,0,0,0,0
061303,lubelskie,parczewski,Milanów,0,0,0,0,0
061304,lubelskie,parczewski,Parczew,5,0,5,0,0
061305,lubelskie,parczewski,Podedwórze,0,0,0,0,0
061306,lubelskie,parczewski,Siemień,4,0,4,0,0
061307,lubelskie,parczewski,Sosnowica,2,0,2,0,0
061401,lubelskie,puławski,Puławy,0,0,0,0,0
061402,lubelskie,puławski,Baranów,4,0,4,0,0
061403,lubelskie,puławski,Janowiec,20,0,20,0,0
061404,lubelskie,puławski,Kazimierz Dolny,0,0,0,0,0
061405,lubelskie,puławski,Końskowola,2,0,1,1,0
061406,lubelskie,puławski,Kurów,0,0,0,0,0
061407,lubelskie,puławski,Markuszów,1,0,1,0,0
061408,lubelskie,puławski,Nałęczów,0,0,0,0,0
061409,lubelskie,puławski,Puławy,11,0,9,2,0
061410,lubelskie,puławski,Wąwolnica,0,0,0,0,0
061411,lubelskie,puławski,Żyrzyn,5,0,5,0,0
061501,lubelskie,radzyński,Radzyń Podlaski,0,0,0,0,0
061502,lubelskie,radzyński,Borki,0,0,0,0,0
061503,lubelskie,radzyński,Czemierniki,1,0,1,0,0
061504,lubelskie,radzyński,Kąkolewnica,1,0,1,0,0
061505,lubelskie,radzyński,Komarówka Podlaska,0,0,0,0,0
061506,lubelskie,radzyński,Radzyń Podlaski,1,0,1,0,0
061507,lubelskie,radzyński,Ulan-Majorat,0,0,0,0,0
061508,lubelskie,radzyński,Wohyń,0,0,0,0,0
061601,lubelskie,rycki,Dęblin,0,0,0,0,0
061602,lubelskie,rycki,Kłoczew,1,0,1,0,0
061603,lubelskie,rycki,Nowodwór,0,0,0,0,0
061604,lubelskie,rycki,Ryki,2,0,2,0,0
061605,lubelskie,rycki,Stężyca,19,1,15,0,3
061606,lubelskie,rycki,Ułęż,0,0,0,0,0
061701,lubelskie,świdnicki,Świdnik,0,0,0,0,0
061702,lubelskie,świdnicki,Mełgiew,1,0,0,0,1
061703,lubelskie,świdnicki,Piaski,1,0,1,0,0
061704,lubelskie,świdnicki,Rybczewice,0,0,0,0,0
061705,lubelskie,świdnicki,Trawniki,1,0,1,0,0
061801,lubelskie,tomaszowski,Tomaszów Lubelski,0,0,0,0,0
061802,lubelskie,tomaszowski,Bełżec,0,0,0,0,0
061803,lubelskie,tomaszowski,Jarczów,0,0,0,0,0
061804,lubelskie,tomaszowski,Krynice,0,0,0,0,0
061805,lubelskie,tomaszowski,Lubycza Królewska,0,0,0,0,0
061806,lubelskie,tomaszowski,Łaszczów,0,0,0,0,0
061807,lubelskie,tomaszowski,Rachanie,0,0,0,0,0
061808,lubelskie,tomaszowski,Susiec,3,0,3,0,0
061809,lubelskie,tomaszowski,Tarnawatka,0,0,0,0,0
061810,lubelskie,tomaszowski,Telatyn,0,0,0,0,0
061811,lubelskie,tomaszowski,Tomaszów Lubelski,3,0,3,0,0
061812,lubelskie,tomaszowski,Tyszowce,1,0,1,0,0
061813,lubelskie,tomaszowski,Ulhówek,0,0,0,0,0
061901,lubelskie,włodawski,Włodawa,0,0,0,0,0
061902,lubelskie,włodawski,Hanna,0,0,0,0,0
061903,lubelskie,włodawski,Hańsk,5,0,5,0,0
061904,lubelskie,włodawski,Stary Brus,0,0,0,0,0
061905,lubelskie,włodawski,Urszulin,0,0,0,0,0
061906,lubelskie,włodawski,Włodawa,4,0,3,1,0
061907,lubelskie,włodawski,Wola Uhruska,1,0,1,0,0
061908,lubelskie,włodawski,Wyryki,0,0,0,0,0
062001,lubelskie,zamojski,Adamów,0,0,0,0,0
062002,lubelskie,zamojski,Grabowiec,0,0,0,0,0
062003,lubelskie,zamojski,Komarów-Osada,0,0,0,0,0
062004,lubelskie,zamojski,Krasnobród,1,0,1,0,0
062005,lubelskie,zamojski,Łabunie,0,0,0,0,0
062006,lubelskie,zamojski,Miączyn,0,0,0,0,0
062007,lubelskie,zamojski,Nielisz,0,0,0,0,0
062008,lubelskie,zamojski,Radecznica,0,0,0,0,0
062009,lubelskie,zamojski,Sitno,0,0,0,0,0
062010,lubelskie,zamojski,Skierbieszów,0,0,0,0,0
062011,lubelskie,zamojski,Stary Zamość,0,0,0,0,0
062012,lubelskie,zamojski,Sułów,0,0,0,0,0
062013,lubelskie,zamojski,Szczebrzeszyn,0,0,0,0,0
062014,lubelskie,zamojski,Zamość,0,0,0,0,0
062015,lubelskie,zamojski,Zwierzyniec,0,0,0,0,0
066101,lubelskie,Biała Podlaska,Biała Podlaska,7,0,6,0,1
066201,lubelskie,Chełm,Chełm,0,0,0,0,0
066301,lubelskie,Lublin,Lublin,1,0,0,0,1
066401,lubelskie,Zamość,Zamość,0,0,0,0,0
080101,lubuskie,gorzowski,Kostrzyn nad Odrą,2,0,2,0,0
080102,lubuskie,gorzowski,Bogdaniec,1,0,1,0,0
080103,lubuskie,gorzowski,Deszczno,3,0,3,0,0
080104,lubuskie,gorzowski,Kłodawa,4,0,4,0,0
080105,lubuskie,gorzowski,Lubiszyn,6,0,6,0,0
080106,lubuskie,gorzowski,Santok,1,0,1,0,0
080107,lubuskie,gorzowski,Witnica,5,0,5,0,0
080201,lubuskie,krośnieński,Gubin,0,0,0,0,0
080202,lubuskie,krośnieński,Bobrowice,4,0,4,0,0
080203,lubuskie,krośnieński,Bytnica,3,0,3,0,0
080204,lubuskie,krośnieński,Dąbie,2,0,2,0,0
080205,lubuskie,krośnieński,Gubin,15,2,12,1,0
080206,lubuskie,krośnieński,Krosno Odrzańskie,4,1,3,0,0
080207,lubuskie,krośnieński,Maszewo,4,0,4,0,0
080301,lubuskie,międzyrzecki,Bledzew,1,0,1,0,0
080302,lubuskie,międzyrzecki,Międzyrzecz,7,0,7,0,0
080303,lubuskie,międzyrzecki,Przytoczna,0,0,0,0,0
080304,lubuskie,międzyrzecki,Pszczew,7,0,7,0,0
080305,lubuskie,międzyrzecki,Skwierzyna,1,0,1,0,0
080306,lubuskie,międzyrzecki,Trzciel,5,0,5,0,0
080401,lubuskie,nowosolski,Nowa Sól,4,0,4,0,0
080402,lubuskie,nowosolski,Bytom Odrzański,0,0,0,0,0
080403,lubuskie,nowosolski,Kolsko,4,0,4,0,0
080404,lubuskie,nowosolski,Kożuchów,0,0,0,0,0
080405,lubuskie,nowosolski,Nowa Sól,6,0,5,0,1
080406,lubuskie,nowosolski,Nowe Miasteczko,1,0,1,0,0
080407,lubuskie,nowosolski,Otyń,1,0,1,0,0
080408,lubuskie,nowosolski,Siedlisko,0,0,0,0,0
080501,lubuskie,słubicki,Cybinka,6,0,6,0,0
080502,lubuskie,słubicki,Górzyca,0,0,0,0,0
080503,lubuskie,słubicki,Ośno Lubuskie,3,0,3,0,0
080504,lubuskie,słubicki,Rzepin,2,0,2,0,0
080505,lubuskie,słubicki,Słubice,10,0,7,1,2
080601,lubuskie,strzelecko-drezdenecki,Dobiegniew,0,0,0,0,0
080602,lubuskie,strzelecko-drezdenecki,Drezdenko,13,0,13,0,0
080603,lubuskie,strzelecko-drezdenecki,Stare Kurowo,0,0,0,0,0
080604,lubuskie,strzelecko-drezdenecki,Strzelce Krajeńskie,0,0,0,0,0
080605,lubuskie,strzelecko-drezdenecki,Zwierzyn,1,0,1,0,0
080701,lubuskie,sulęciński,Krzeszyce,1,0,1,0,0
080702,lubuskie,sulęciński,Lubniewice,2,0,2,0,0
080703,lubuskie,sulęciński,Słońsk,1,0,1,0,0
080704,lubuskie,sulęciński,Sulęcin,2,0,2,0,0
080705,lubuskie,sulęciński,Torzym,5,0,4,1,0
080801,lubuskie,świebodziński,Lubrza,1,0,1,0,0
080802,lubuskie,świebodziński,Łagów,3,0,3,0,0
080803,lubuskie,świebodziński,Skąpe,1,0,1,0,0
080804,lubuskie,świebodziński,Szczaniec,0,0,0,0,0
080805,lubuskie,świebodziński,Świebodzin,3,0,3,0,0
080806,lubuskie,świebodziński,Zbąszynek,1,0,1,0,0
080901,lubuskie,zielonogórski,Babimost,0,0,0,0,0
080902,lubuskie,zielonogórski,Bojadła,1,0,1,0,0
080903,lubuskie,zielonogórski,Czerwieńsk,8,0,8,0,0
080904,lubuskie,zielonogórski,Kargowa,7,0,7,0,0
080905,lubuskie,zielonogórski,Nowogród Bobrzański,5,0,5,0,0
080906,lubuskie,zielonogórski,Sulechów,7,0,7,0,0
080907,lubuskie,zielonogórski,Świdnica,5,0,5,0,0
080908,lubuskie,zielonogórski,Trzebiechów,0,0,0,0,0
080909,lubuskie,zielonogórski,Zabór,1,0,1,0,0
081001,lubuskie,żagański,Gozdnica,1,0,1,0,0
081002,lubuskie,żagański,Żagań,5,0,5,0,0
081003,lubuskie,żagański,Brzeźnica,0,0,0,0,0
081004,lubuskie,żagański,Iłowa,2,0,2,0,0
081005,lubuskie,żagański,Małomice,5,0,5,0,0
081006,lubuskie,żagański,Niegosławice,1,0,1,0,0
081007,lubuskie,żagański,Szprotawa,3,0,3,0,0
081008,lubuskie,żagański,Wymiarki,0,0,0,0,0
081009,lubuskie,żagański,Żagań,3,0,3,0,0
081101,lubuskie,żarski,Łęknica,0,0,0,0,0
081102,lubuskie,żarski,Żary,0,0,0,0,0
081103,lubuskie,żarski,Brody,4,0,3,1,0
081104,lubuskie,żarski,Jasień,21,0,20,1,0
081105,lubuskie,żarski,Lipinki Łużyckie,0,0,0,0,0
081106,lubuskie,żarski,Lubsko,5,0,5,0,0
081107,lubuskie,żarski,Przewóz,5,0,5,0,0
081108,lubuskie,żarski,Trzebiel,11,0,11,0,0
081109,lubuskie,żarski,Tuplice,8,0,8,0,0
081110,lubuskie,żarski,Żary,6,0,6,0,0
081201,lubuskie,wschowski,Sława,7,0,7,0,0
081202,lubuskie,wschowski,Szlichtyngowa,1,0,1,0,0
081203,lubuskie,wschowski,Wschowa,1,0,1,0,0
086101,lubuskie,Gorzów Wielkopolski,Gorzów Wielkopolski,2,0,2,0,0
086201,lubuskie,Zielona Góra,Zielona Góra,19,0,19,0,0
100101,łódzkie,bełchatowski,Bełchatów,8,0,8,0,0
100102,łódzkie,bełchatowski,Bełchatów,11,0,11,0,0
100103,łódzkie,bełchatowski,Drużbice,0,0,0,0,0
100104,łódzkie,bełchatowski,Kleszczów,0,0,0,0,0
100105,łódzkie,bełchatowski,Kluki,14,0,14,0,0
100106,łódzkie,bełchatowski,Rusiec,1,0,1,0,0
100107,łódzkie,bełchatowski,Szczerców,5,0,5,0,0
100108,łódzkie,bełchatowski,Zelów,9,0,9,0,0
100201,łódzkie,kutnowski,Kutno,0,0,0,0,0
100202,łódzkie,kutnowski,Bedlno,0,0,0,0,0
100203,łódzkie,kutnowski,Dąbrowice,0,0,0,0,0
100204,łódzkie,kutnowski,Krośniewice,0,0,0,0,0
100205,łódzkie,kutnowski,Krzyżanów,0,0,0,0,0
100206,łódzkie,kutnowski,Kutno,0,0,0,0,0
100207,łódzkie,kutnowski,Łanięta,0,0,0,0,0
100208,łódzkie,kutnowski,Nowe Ostrowy,0,0,0,0,0
100209,łódzkie,kutnowski,Oporów,0,0,0,0,0
100210,łódzkie,kutnowski,Strzelce,1,0,1,0,0
100211,łódzkie,kutnowski,Żychlin,0,0,0,0,0
100301,łódzkie,łaski,Buczek,2,0,2,0,0
100302,łódzkie,łaski,Łask,2,0,2,0,0
100303,łódzkie,łaski,Sędziejowice,2,0,2,0,0
100304,łódzkie,łaski,Widawa,19,0,19,0,0
100305,łódzkie,łaski,Wodzierady,2,0,2,0,0
100401,łódzkie,łęczycki,Łęczyca,0,0,0,0,0
100402,łódzkie,łęczycki,Daszyna,6,0,6,0,0
100403,łódzkie,łęczycki,Góra Świętej Małgorzaty,2,0,2,0,0
100404,łódzkie,łęczycki,Grabów,2,0,2,0,0
100405,łódzkie,łęczycki,Łęczyca,0,0,0,0,0
100406,łódzkie,łęczycki,Piątek,0,0,0,0,0
100407,łódzkie,łęczycki,Świnice Warckie,2,0,2,0,0
100408,łódzkie,łęczycki,Witonia,0,0,0,0,0
100501,łódzkie,łowicki,Łowicz,1,0,1,0,0
100502,łódzkie,łowicki,Bielawy,2,0,2,0,0
100503,łódzkie,łowicki,Chąśno,0,0,0,0,0
100504,łódzkie,łowicki,Domaniewice,2,0,2,0,0
100505,łódzkie,łowicki,Kiernozia,0,0,0,0,0
100506,łódzkie,łowicki,Kocierzew Południowy,0,0,0,0,0
100507,łódzkie,łowicki,Łowicz,7,0,7,0,0
100508,łódzkie,łowicki,Łyszkowice,7,0,7,0,0
100509,łódzkie,łowicki,Nieborów,9,0,9,0,0
100510,łódzkie,łowicki,Zduny,0,0,0,0,0
100602,łódzkie,łódzki wschodni,Andrespol,5,0,5,0,0
100603,łódzkie,łódzki wschodni,Brójce,0,0,0,0,0
100607,łódzkie,łódzki wschodni,Koluszki,6,0,5,0,1
100608,łódzkie,łódzki wschodni,Nowosolna,4,0,4,0,0
100610,łódzkie,łódzki wschodni,Rzgów,5,0,5,0,0
100611,łódzkie,łódzki wschodni,Tuszyn,4,0,4,0,0
100701,łódzkie,opoczyński,Białaczów,10,0,10,0,0
100702,łódzkie,opoczyński,Drzewica,25,0,25,0,0
100703,łódzkie,opoczyński,Mniszków,4,0,4,0,0
100704,łódzkie,opoczyński,Opoczno,11,0,11,0,0
100705,łódzkie,opoczyński,Paradyż,2,0,2,0,0
100706,łódzkie,opoczyński,Poświętne,2,0,2,0,0
100707,łódzkie,opoczyński,Sławno,3,0,3,0,0
100708,łódzkie,opoczyński,Żarnów,11,0,11,0,0
100801,łódzkie,pabianicki,Konstantynów Łódzki,1,0,0,0,1
100802,łódzkie,pabianicki,Pabianice,2,0,2,0,0
100803,łódzkie,pabianicki,Dłutów,1,0,1,0,0
100804,łódzkie,pabianicki,Dobroń,6,0,6,0,0
100805,łódzkie,pabianicki,Ksawerów,0,0,0,0,0
100806,łódzkie,pabianicki,Lutomiersk,1,0,1,0,0
100807,łódzkie,pabianicki,Pabianice,1,0,1,0,0
100901,łódzkie,pajęczański,Działoszyn,6,0,5,1,0
100902,łódzkie,pajęczański,Kiełczygłów,0,0,0,0,0
100903,łódzkie,pajęczański,Nowa Brzeźnica,6,0,6,0,0
100904,łódzkie,pajęczański,Pajęczno,4,0,3,0,1
100905,łódzkie,pajęczański,Rząśnia,2,0,2,0,0
100906,łódzkie,pajęczański,Siemkowice,1,0,1,0,0
100907,łódzkie,pajęczański,Strzelce Wielkie,1,0,1,0,0
100908,łódzkie,pajęczański,Sulmierzyce,1,0,1,0,0
101001,łódzkie,piotrkowski,Aleksandrów,15,0,15,0,0
101002,łódzkie,piotrkowski,Czarnocin,0,0,0,0,0
101003,łódzkie,piotrkowski,Gorzkowice,2,0,2,0,0
101004,łódzkie,piotrkowski,Grabica,1,0,1,0,0
101005,łódzkie,piotrkowski,Łęki Szlacheckie,3,0,3,0,0
101006,łódzkie,piotrkowski,Moszczenica,0,0,0,0,0
101007,łódzkie,piotrkowski,Ręczno,3,0,2,0,1
101008,łódzkie,piotrkowski,Rozprza,8,0,8,0,0
101009,łódzkie,piotrkowski,Sulejów,3,0,3,0,0
101010,łódzkie,piotrkowski,Wola Krzysztoporska,2,0,2,0,0
101011,łódzkie,piotrkowski,Wolbórz,3,0,3,0,0
101101,łódzkie,poddębicki,Dalików,0,0,0,0,0
101102,łódzkie,poddębicki,Pęczniew,1,0,1,0,0
101103,łódzkie,poddębicki,Poddębice,3,0,3,0,0
101104,łódzkie,poddębicki,Uniejów,2,0,2,0,0
101105,łódzkie,poddębicki,Wartkowice,3,0,3,0,0
101106,łódzkie,poddębicki,Zadzim,5,0,5,0,0
101201,łódzkie,radomszczański,Radomsko,4,0,4,0,0
101202,łódzkie,radomszczański,Dobryszyce,0,0,0,0,0
101203,łódzkie,radomszczański,Gidle,11,0,11,0,0
101204,łódzkie,radomszczański,Gomunice,3,0,3,0,0
101205,łódzkie,radomszczański,Kamieńsk,2,0,2,0,0
101206,łódzkie,radomszczański,Kobiele Wielkie,0,0,0,0,0
101207,łódzkie,radomszczański,Kodrąb,1,0,1,0,0
101208,łódzkie,radomszczański,Lgota Wielka,1,0,1,0,0
101209,łódzkie,radomszczański,Ładzice,6,0,6,0,0
101210,łódzkie,radomszczański,Masłowice,2,0,1,1,0
101211,łódzkie,radomszczański,Przedbórz,2,0,2,0,0
101212,łódzkie,radomszczański,Radomsko,21,0,20,1,0
101213,łódzkie,radomszczański,Wielgomłyny,2,0,2,0,0
101214,łódzkie,radomszczański,Żytno,15,0,13,2,0
101301,łódzkie,rawski,Rawa Mazowiecka,0,0,0,0,0
101302,łódzkie,rawski,Biała Rawska,1,0,1,0,0
101303,łódzkie,rawski,Cielądz,1,0,1,0,0
101304,łódzkie,rawski,Rawa Mazowiecka,0,0,0,0,0
101305,łódzkie,rawski,Regnów,0,0,0,0,0
101306,łódzkie,rawski,Sadkowice,0,0,0,0,0
101401,łódzkie,sieradzki,Sieradz,0,0,0,0,0
101402,łódzkie,sieradzki,Błaszki,0,0,0,0,0
101403,łódzkie,sieradzki,Brąszewice,2,0,2,0,0
101404,łódzkie,sieradzki,Brzeźnio,3,0,3,0,0
101405,łódzkie,sieradzki,Burzenin,6,0,5,1,0
101406,łódzkie,sieradzki,Goszczanów,0,0,0,0,0
101407,łódzkie,sieradzki,Klonowa,0,0,0,0,0
101408,łódzkie,sieradzki,Sieradz,11,0,11,0,0
101409,łódzkie,sieradzki,Warta,4,0,4,0,0
101410,łódzkie,sieradzki,Wróblew,1,0,1,0,0
101411,łódzkie,sieradzki,Złoczew,3,0,3,0,0
101501,łódzkie,skierniewicki,Bolimów,7,0,5,1,1
101502,łódzkie,skierniewicki,Głuchów,0,0,0,0,0
101503,łódzkie,skierniewicki,Godzianów,1,0,1,0,0
101504,łódzkie,skierniewicki,Kowiesy,1,0,1,0,0
101505,łódzkie,skierniewicki,Lipce Reymontowskie,2,0,1,0,1
101506,łódzkie,skierniewicki,Maków,1,0,1,0,0
101507,łódzkie,skierniewicki,Nowy Kawęczyn,1,0,1,0,0
101508,łódzkie,skierniewicki,Skierniewice,1,0,1,0,0
101509,łódzkie,skierniewicki,Słupia,2,0,2,0,0
101601,łódzkie,tomaszowski,Tomaszów Mazowiecki,4,0,4,0,0
101602,łódzkie,tomaszowski,Będków,1,0,1,0,0
101603,łódzkie,tomaszowski,Budziszewice,1,0,1,0,0
101604,łódzkie,tomaszowski,Czerniewice,2,0,2,0,0
101605,łódzkie,tomaszowski,Inowłódz,1,0,1,0,0
101606,łódzkie,tomaszowski,Lubochnia,7,0,7,0,0
101607,łódzkie,tomaszowski,Rokiciny,2,0,2,0,0
101608,łódzkie,tomaszowski,Rzeczyca,0,0,0,0,0
101609,łódzkie,tomaszowski,Tomaszów Mazowiecki,12,0,10,1,1
101610,łódzkie,tomaszowski,Ujazd,4,0,4,0,0
101611,łódzkie,tomaszowski,Żelechlinek,1,0,1,0,0
101701,łódzkie,wieluński,Biała,0,0,0,0,0
101702,łódzkie,wieluński,Czarnożyły,0,0,0,0,0
101703,łódzkie,wieluński,Konopnica,4,0,4,0,0
101704,łódzkie,wieluński,Mokrsko,1,0,1,0,0
101705,łódzkie,wieluński,Osjaków,2,0,2,0,0
101706,łódzkie,wieluński,Ostrówek,3,0,3,0,0
101707,łódzkie,wieluński,Pątnów,2,0,2,0,0
101708,łódzkie,wieluński,Skomlin,0,0,0,0,0
101709,łódzkie,wieluński,Wieluń,0,0,0,0,0
101710,łódzkie,wieluński,Wierzchlas,0,0,0,0,0
101801,łódzkie,wieruszowski,Bolesławiec,0,0,0,0,0
101802,łódzkie,wieruszowski,Czastary,5,0,4,1,0
101803,łódzkie,wieruszowski,Galewice,8,0,8,0,0
101804,łódzkie,wieruszowski,Lututów,0,0,0,0,0
101805,łódzkie,wieruszowski,Łubnice,0,0,0,0,0
101806,łódzkie,wieruszowski,Sokolniki,0,0,0,0,0
101807,łódzkie,wieruszowski,Wieruszów,5,0,5,0,0
101901,łódzkie,zduńskowolski,Zduńska Wola,1,0,1,0,0
101902,łódzkie,zduńskowolski,Szadek,4,0,4,0,0
101903,łódzkie,zduńskowolski,Zapolice,3,0,3,0,0
101904,łódzkie,zduńskowolski,Zduńska Wola,0,0,0,0,0
102001,łódzkie,zgierski,Głowno,14,0,14,0,0
102002,łódzkie,zgierski,Ozorków,0,0,0,0,0
102003,łódzkie,zgierski,Zgierz,0,0,0,0,0
102004,łódzkie,zgierski,Aleksandrów Łódzki,3,0,2,0,1
102005,łódzkie,zgierski,Głowno,7,0,7,0,0
102006,łódzkie,zgierski,Ozorków,0,0,0,0,0
102007,łódzkie,zgierski,Parzęczew,2,0,2,0,0
102008,łódzkie,zgierski,Stryków,6,0,6,0,0
102009,łódzkie,zgierski,Zgierz,14,0,14,0,0
102101,łódzkie,brzeziński,Brzeziny,1,0,1,0,0
102102,łódzkie,brzeziński,Brzeziny,1,0,1,0,0
102103,łódzkie,brzeziński,Dmosin,4,0,4,0,0
102104,łódzkie,brzeziński,Jeżów,1,0,1,0,0
102105,łódzkie,brzeziński,Rogów,0,0,0,0,0
106101,łódzkie,Łódź,Łódź,2,0,2,0,0
106102,łódzkie,Łódź,Łódź,1,0,1,0,0
106103,łódzkie,Łódź,Łódź,1,0,1,0,0
106104,łódzkie,Łódź,Łódź,2,0,2,0,0
106105,łódzkie,Łódź,Łódź,0,0,0,0,0
106106,łódzkie,Łódź,Łódź,10,0,10,0,0
106201,łódzkie,Piotrków Trybunalski,Piotrków Trybunalski,0,0,0,0,0
106301,łódzkie,Skierniewice,Skierniewice,3,0,3,0,0
120101,małopolskie,bocheński,Bochnia,1,0,1,0,0
120102,małopolskie,bocheński,Bochnia,1,0,1,0,0
120103,małopolskie,bocheński,Drwinia,0,0,0,0,0
120104,małopolskie,bocheński,Lipnica Murowana,1,0,1,0,0
120105,małopolskie,bocheński,Łapanów,0,0,0,0,0
120106,małopolskie,bocheński,Nowy Wiśnicz,0,0,0,0,0
120107,małopolskie,bocheński,Rzezawa,0,0,0,0,0
120108,małopolskie,bocheński,Trzciana,0,0,0,0,0
120109,małopolskie,bocheński,Żegocina,0,0,0,0,0
120201,małopolskie,brzeski,Borzęcin,1,0,0,1,0
120202,małopolskie,brzeski,Brzesko,1,0,0,0,1
120203,małopolskie,brzeski,Czchów,0,0,0,0,0
120204,małopolskie,brzeski,Dębno,0,0,0,0,0
120205,małopolskie,brzeski,Gnojnik,0,0,0,0,0
120206,małopolskie,brzeski,Iwkowa,0,0,0,0,0
120207,małopolskie,brzeski,Szczurowa,1,0,1,0,0
120301,małopolskie,chrzanowski,Alwernia,0,0,0,0,0
120302,małopolskie,chrzanowski,Babice,0,0,0,0,0
120303,małopolskie,chrzanowski,Chrzanów,6,0,4,0,2
120304,małopolskie,chrzanowski,Libiąż,7,1,6,0,0
120305,małopolskie,chrzanowski,Trzebinia,11,3,8,0,0
120401,małopolskie,dąbrowski,Bolesław,0,0,0,0,0
120402,małopolskie,dąbrowski,Dąbrowa Tarnowska,2,0,2,0,0
120403,małopolskie,dąbrowski,Gręboszów,0,0,0,0,0
120404,małopolskie,dąbrowski,Mędrzechów,0,0,0,0,0
120405,małopolskie,dąbrowski,Olesno,0,0,0,0,0
120406,małopolskie,dąbrowski,Radgoszcz,0,0,0,0,0
120407,małopolskie,dąbrowski,Szczucin,1,0,1,0,0
120501,małopolskie,gorlicki,Gorlice,0,0,0,0,0
120502,małopolskie,gorlicki,Biecz,0,0,0,0,0
120503,małopolskie,gorlicki,Bobowa,0,0,0,0,0
120504,małopolskie,gorlicki,Gorlice,0,0,0,0,0
120505,małopolskie,gorlicki,Lipinki,0,0,0,0,0
120506,małopolskie,gorlicki,Łużna,2,0,1,1,0
120507,małopolskie,gorlicki,Moszczenica,0,0,0,0,0
120508,małopolskie,gorlicki,Ropa,0,0,0,0,0
120509,małopolskie,gorlicki,Sękowa,0,0,0,0,0
